startStation;startDate;endStation;endDate;isMember
de Maisonneuve / Greene;2021-08-06 20:29:08;University / Prince-Arthur;2021-08-06 20:46:01;1
CHU Ste-Justine (de la Côte Ste-Catherine / Hudson);2022-06-08 11:54:33;Bernard / St-Urbain;2022-06-08 12:05:40;1
Métro Papineau (Cartier / Ste-Catherine);2022-06-27 14:37:11;Logan / Fullum;2022-06-27 14:39:58;1
Parc Jeanne-Mance (du Mont-Royal / du Parc);2022-10-01 01:38:36;Atwater / Greene;2022-10-01 02:03:18;0
Métro Place-d'Armes (Viger / St-Urbain);2021-05-10 10:31:13;Métro Mont-Royal (Rivard / du Mont-Royal);2021-05-10 10:47:53;1
St-Dominique / St-Zotique;2021-07-08 17:25:05;Guizot / Clark;2021-07-08 17:35:28;1
Parc Jeanne-Mance (du Mont-Royal / du Parc);2022-05-21 13:55:42;Hutchison / des Pins;2022-05-21 13:59:45;1
Champdoré / de Lorimier;2021-06-20 12:36:24;Champdoré / de Lorimier;2021-06-20 12:36:48;1
Boyer / Rosemont;2022-06-18 15:32:35;Parc Père-Marquette (Chambord / Rosemont);2022-06-18 15:55:05;1
de l'Esplanade / Fairmount;2022-09-30 17:22:41;Gare Bois-de-Boulogne;2022-09-30 17:53:16;0
Boyer / Beaubien;2021-08-25 17:03:20;1ère  avenue / St-Zotique;2021-08-25 17:12:35;1
Dorion / Ontario;2021-05-24 20:45:08;de l'Hôtel-de-Ville / Sherbrooke;2021-05-24 20:59:55;1
Hutchison / des Pins;2022-08-14 18:25:54;University / Milton;2022-08-14 18:30:19;1
Prince-Arthur / St-Urbain;2022-04-15 12:23:04;Alexandre-DeSève / Ste-Catherine;2022-04-15 12:39:21;1
Parc riverain de Lachine (des Iroquois);2022-07-14 12:32:21;Parc St-Louis (St-Joseph / 34e avenue);2022-07-14 12:49:32;1
Du Quesne / Pierre-de-Coubertin;2022-10-22 16:27:28;La Tour de Montréal (Pierre-de-Coubertin / Bennett);2022-10-22 16:38:46;0
Parc Jeanne-Mance (du Mont-Royal / du Parc);2022-06-06 06:29:27;Fullum / Holt;2022-06-06 06:43:49;1
Métro de l'Église (Ross / de l'Église);2021-05-18 14:12:20;Métro de l'Église (Ross / de l'Église);2021-05-18 14:51:06;0
Gauthier / de Lorimier;2022-08-03 23:01:59;Cartier / St-Joseph;2022-08-03 23:12:15;0
Waverly / St-Viateur;2022-06-21 20:52:38;de Gaspé / Fairmount;2022-06-21 20:57:03;1
1ère avenue / Rosemont;2021-07-12 15:57:01;6e avenue / Bélanger;2021-07-12 16:02:29;1
Dorion / Ontario;2021-10-15 12:31:36;Plessis / Ontario;2021-10-15 12:36:40;1
Henri-Julien / du Carmel;2022-10-11 13:00:48;Clark / Rachel;2022-10-11 13:07:40;0
10e avenue / Holt;2021-05-20 21:09:53;Métro Préfontaine (Moreau / Hochelaga);2021-05-20 21:23:41;1
Molson / Beaubien;2022-10-28 16:48:36;Alexandre-DeSève / Ste-Catherine;2022-10-28 17:19:07;0
Émile-Duployé / Sherbrooke;2021-09-27 08:34:17;Berri / Cherrier;2021-09-27 08:40:07;1
Durocher / Beaumont;2022-09-03 10:41:39;de Castelnau / Lajeunesse;2022-09-03 10:52:11;0
Calixa-Lavallée / Rachel;2021-05-22 15:25:40;Métro Laurier (Rivard / Laurier);2021-05-22 15:40:55;0
Drolet / Laurier;2022-06-01 13:06:57;St-Dominique / Laurier;2022-06-01 13:08:25;1
Beurling / Godin;2022-06-10 14:55:52;Beurling / Godin;2022-06-10 14:56:15;1
Wurtele / de Rouen;2022-06-17 20:35:32;Alexandre-DeSève / Ste-Catherine;2022-06-17 20:49:56;1
Parc Jean-Drapeau (Chemin Macdonald);2022-05-13 17:28:15;de la Commune / King;2022-05-13 18:18:18;0
Atwater / Sherbrooke;2022-06-09 19:23:58;Metcalfe / St-Catherine;2022-06-09 19:33:49;1
Laval / Duluth;2022-06-11 09:29:51;Duluth / St-Laurent;2022-06-11 09:32:30;1
Ontario / Viau;2021-08-04 18:12:12;Ste-Catherine / Parthenais;2021-08-04 18:27:46;1
St-Christophe / René-Lévesque;2021-07-05 18:34:53;Robert-Bourassa / Ste-Catherine;2021-07-05 18:44:45;1
Dézéry / Ontario;2022-07-03 01:00:27;de Lanaudière / Laurier;2022-07-03 01:18:09;1
Panet / Ste-Catherine;2022-05-15 17:49:26;St-André / Ste-Catherine;2022-05-15 17:53:18;1
Villeneuve / de l'Hôtel-de-Ville;2021-05-17 13:34:59;Métro Rosemont (de St-Vallier / Rosemont);2021-05-17 13:41:42;1
Wurtele / de Rouen;2021-09-21 19:13:45;Métro Beaudry (Montcalm / de Maisonneuve);2021-09-21 19:29:45;1
Cartier / Rosemont;2022-07-16 00:48:47;Parc du Pélican (1ère avenue / Masson);2022-07-16 00:53:41;1
de Bordeaux / Jean-Talon;2022-05-02 22:37:33;de Bordeaux / Jean-Talon;2022-05-02 22:38:54;1
Beaubien / 8e avenue;2021-09-08 18:02:51;5e avenue / Masson;2021-09-08 18:10:16;1
de Bellechasse / de St-Vallier;2022-07-29 15:46:46;Wurtele / de Rouen;2022-07-29 16:03:44;1
Richmond / des Bassins;2022-10-12 10:05:33;Notre-Dame / Jean-d'Estrées;2022-10-12 10:10:49;0
de Brébeuf / du Mont-Royal;2021-06-13 19:13:35;de Bullion / St-Joseph;2021-06-13 19:41:31;0
Notre-Dame / de la Montagne;2022-07-09 09:14:35;Marché Atwater;2022-07-09 09:23:30;1
Garnier / St-Joseph;2022-10-30 12:27:20;Boyer / du Mont-Royal;2022-10-30 12:31:33;0
Roy / St-André;2021-05-06 13:33:24;Duluth / St-Denis;2021-05-06 13:37:24;1
Chomedey / de Maisonneuve;2022-09-08 00:01:47;de la Côte St-Antoine / Argyle;2022-09-08 00:08:27;0
Chomedey / de Maisonneuve;2022-09-18 11:55:41;Aylmer / Sherbrooke;2022-09-18 12:08:28;0
Sanguinet / de Maisonneuve;2022-10-12 21:18:57;Milton / du Parc;2022-10-12 21:23:55;0
de l'Esplanade / du Mont-Royal;2022-09-06 08:09:13;McTavish / Sherbrooke;2022-09-06 08:24:06;0
de Gaspé / de Liège;2021-09-09 19:25:41;Clark / Fleury;2021-09-09 19:40:47;0
Louis-Hébert / St-Zotique;2021-05-11 11:45:42;Lajeunesse / Jarry;2021-05-11 12:00:19;1
Bennett / Pierre-de-Coubertin;2021-07-05 19:02:13;Métro Cadillac (de Cadillac / Sherbrooke);2021-07-05 19:12:26;1
BAnQ (Berri / de Maisonneuve);2021-07-30 13:17:29;Berri / Cherrier;2021-07-30 13:23:25;1
Parc Baldwin (Fullum / Sherbrooke);2022-05-09 11:26:00;Messier / du Mont-Royal;2022-05-09 11:31:12;1
Prince-Arthur / St-Urbain;2021-09-19 15:42:48;Aylmer / Prince-Arthur;2021-09-19 15:45:41;1
St-Dominique / Bernard;2021-09-11 01:19:27;Parc Ludger-Duvernay (St-André / St-Hubert);2021-09-11 01:23:17;0
Peel / Ottawa;2022-09-01 18:49:59;Place du Canada (Peel / de la Gauchetière);2022-09-01 18:53:49;0
Métro Laurier (Rivard / Laurier);2021-09-17 08:28:27;Plessis / Ontario;2021-09-17 08:42:04;1
Duluth / St-Laurent;2021-07-26 18:10:14;St-Jacques / St-Pierre;2021-07-26 18:21:07;1
Métro Crémazie (Crémazie / Lajeunesse);2022-08-08 18:26:39;d'Outremont / Ogilvy;2022-08-08 18:43:19;1
Chabanel / du Parc;2021-09-27 16:51:19;Resther / du Mont-Royal;2021-09-27 17:24:49;1
Métro Jean-Talon (Berri / Jean-Talon);2021-09-07 12:01:24;Métro Beaubien (de Chateaubriand / Beaubien);2021-09-07 12:07:59;0
Métro Laurier (Berri / Laurier);2022-10-08 08:39:34;Clark / St-Viateur;2022-10-08 08:45:36;0
Métro Peel (de Maisonneuve / Stanley);2022-05-09 19:40:43;Ann / Wellington;2022-05-09 19:48:24;1
Aylmer / Sherbrooke;2022-09-19 10:05:11;Square Victoria (Viger / du Square-Victoria);2022-09-19 11:46:13;0
Parc Grovehill (St-Antoine / Ivan-Franko);2022-05-23 15:39:57;Parc LaSalle (10e avenue / Victoria);2022-05-23 15:46:35;1
Calixa-Lavallée / Rachel;2021-07-16 22:27:25;Chapleau / Terrasse Mercure;2021-07-16 22:36:24;1
Villeneuve / St-Urbain;2022-06-08 18:35:28;St-Dominique / St-Zotique;2022-06-08 18:42:25;0
Drummond / Sherbrooke;2022-05-22 18:50:12;Mackay / Ste-Catherine;2022-05-22 18:58:03;1
Beatty / de Verdun;2021-06-30 17:01:35;Métro Verdun (Willibrord / de Verdun);2021-06-30 17:07:22;1
Berri / Cherrier;2022-07-27 19:04:30;Métro Sherbrooke (de Rigaud / St-Denis);2022-07-27 19:16:33;1
Métro Cartier;2021-08-27 21:55:45;Boyer / Beaubien;2021-08-27 22:21:02;1
Marie-Anne / Papineau;2022-05-08 18:19:03;Gary-Carter / St-Laurent;2022-05-08 18:48:57;0
Métro Mont-Royal (Rivard / du Mont-Royal);2022-05-09 14:23:24;Milton / Durocher;2022-05-09 14:35:51;1
Rose-de-Lima / Workman;2021-11-09 08:08:55;de la Commune / King;2021-11-09 08:23:59;1
Calixa-Lavallée / Rachel;2021-07-18 21:35:56;des Érables / Rachel;2021-07-18 21:39:28;1
Garnier / Everett;2021-09-12 11:31:42;Chabanel / du Parc;2021-09-12 11:48:21;1
Métro Georges-Vanier (St-Antoine / Canning);2021-10-27 16:25:45;des Seigneurs / Notre-Dame;2021-10-27 16:27:40;1
Gordon / Wellington;2021-06-19 18:55:39;Richmond / des Bassins;2021-06-19 19:11:42;1
Fortune / Wellington;2021-08-11 05:38:01;Métro Lasalle (de Rushbrooke / Caisse);2021-08-11 05:42:58;1
Métro Atwater (Atwater / Ste-Catherine);2022-10-30 09:36:05;de l'Esplanade / du Mont-Royal;2022-10-30 09:53:17;0
des Érables / Dandurand;2022-04-14 22:28:38;Boucher / St-Denis;2022-04-14 22:38:41;1
Hutchison / Prince-Arthur;2022-05-19 15:14:14;St-Jacques / St-Pierre;2022-05-19 15:22:44;1
Atateken / du Square Amherst;2021-08-18 20:31:32;Atateken / du Square Amherst;2021-08-18 20:33:58;1
St-Catherine / St-Laurent;2022-07-30 22:26:54;St-Dominique / du Mont-Royal;2022-07-30 22:36:21;1
de Bullion / St-Joseph;2022-11-15 17:20:27;Boyer / Rosemont;2022-11-15 17:35:17;0
Fortune / Wellington;2021-11-06 09:23:17;Gordon / Wellington;2021-11-06 09:34:40;0
Wellington / 2e avenue;2021-08-26 16:39:21;4e avenue / de Verdun;2021-08-26 16:41:15;1
Valois / Ste-Catherine;2021-09-07 10:50:24;Fullum / Ontario;2021-09-07 10:59:27;1
Paré / Mountain Sights;2021-09-13 06:58:25;Hôpital général juif (de la Côte Ste-Catherine / Légaré);2021-09-13 07:08:53;1
Métro Mont-Royal (Rivard / du Mont-Royal);2022-06-02 17:58:10;des Érables / Bélanger;2022-06-02 18:16:36;1
Plessis / René-Lévesque;2021-06-29 20:31:16;Métro Papineau (Cartier / Ste-Catherine);2021-06-29 20:35:39;1
Laurier / de Bordeaux;2022-08-19 12:38:49;de Bordeaux / Masson;2022-08-19 12:40:59;1
Ste-Émilie / St-Rémi;2022-05-31 22:08:07;Atwater / Greene;2022-05-31 22:17:17;1
Laval / du Mont-Royal;2022-05-11 17:11:02;St-Dominique / St-Zotique;2022-05-11 17:22:44;1
de la Commune / Place Jacques-Cartier;2021-07-02 00:43:52;Garnier / Everett;2021-07-02 01:25:43;1
Métro Frontenac (Ontario / du Havre);2022-05-05 20:09:38;Roy / St-Laurent;2022-05-05 20:24:29;1
Richardson / de Montmorency;2021-10-22 21:29:38;Wolfe / René-Lévesque;2021-10-22 21:53:16;1
Boyer / du Mont-Royal;2022-08-04 08:45:10;St-André / Cherrier;2022-08-04 08:53:08;0
University / Prince-Arthur;2022-09-01 11:29:30;St-Mathieu / Ste-Catherine;2022-09-01 11:38:30;0
Metcalfe / St-Catherine;2021-10-05 18:48:26;William / St-Henri;2021-10-05 18:56:30;1
Hutchison / Sherbrooke;2021-10-18 08:30:32;Métro Sherbrooke (de Rigaud / St-Denis);2021-10-18 08:35:51;0
Bloomfield / Jean-Talon;2022-08-05 23:07:20;Métro Parc  (Hutchison / Ogilvy);2022-08-05 23:11:40;1
Mackay / de Maisonneuve;2022-06-30 15:52:29;de Maisonneuve / Mansfield (sud);2022-06-30 15:56:51;1
Aylwin / Ontario;2022-08-19 14:12:24;Pierre-de-Coubertin / Langelier;2022-08-19 14:32:03;1
Métro Lasalle (de Rushbrooke / Caisse);2022-09-10 16:29:04;Wellington / 2e avenue;2022-09-10 16:45:27;0
Laval / du Mont-Royal;2021-07-17 15:06:03;Métro Sherbrooke (de Rigaud / St-Denis);2021-07-17 15:13:22;1
de Brébeuf / du Mont-Royal;2022-10-01 11:59:23;Métro Mont-Royal (Rivard / du Mont-Royal);2022-10-01 12:07:09;0
St-Dominique / Rachel;2021-07-18 21:59:44;de Lanaudière / Laurier;2021-07-18 22:13:19;1
St-Marc / Sherbrooke;2021-07-09 08:50:32;St-Antoine / St-François-Xavier;2021-07-09 08:59:50;1
Villeneuve / St-Laurent;2021-08-23 14:59:27;Villeneuve / du Parc;2021-08-23 15:02:37;1
Roy / St-Denis;2021-07-24 01:58:12;St-Hubert / Duluth;2021-07-24 02:01:47;1
Métro Atwater (Atwater / Ste-Catherine);2021-09-23 18:39:59;Clark / Ontario;2021-09-23 18:57:02;1
Rivard / Rachel;2022-05-08 15:02:00;Ste-Catherine / Labelle;2022-05-08 15:09:51;1
St-Catherine / St-Laurent;2022-11-04 10:43:46;Ste-Catherine / Bishop;2022-11-04 10:52:50;0
Métro Sherbrooke (de Rigaud / St-Denis);2022-08-11 13:04:44;St-Catherine / St-Laurent;2022-08-11 13:18:15;1
de la Montagne/ Sherbrooke;2022-07-16 17:36:11;St-Antoine / de la Montagne;2022-07-16 17:40:31;1
Villeneuve / du Parc;2021-07-16 17:38:24;Cartier / St-Joseph;2021-07-16 17:52:16;1
Parc de Bullion (de Bullion / Prince-Arthur);2022-08-02 20:30:13;Parc Jeanne-Mance (du Mont-Royal / du Parc);2022-08-02 20:40:30;1
de la Commune / King;2021-07-17 11:09:37;Victoria Hall;2021-07-17 11:45:00;1
Mackay / de Maisonneuve;2022-04-15 02:49:17;Laval / Duluth;2022-04-15 03:11:40;0
Parc Kent (de Kent / Hudson);2021-10-18 15:35:34;Métro Université de Montréal (Édouard-Montpetit / Louis-Collin);2021-10-18 15:40:48;1
Métro St-Michel (Shaughnessy / St-Michel);2022-11-06 14:47:23;de Chambly / Rachel;2022-11-06 15:03:20;0
University / Milton;2022-10-03 19:39:22;Duvernay / Charlevoix;2022-10-03 19:51:43;0
des Érables / Laurier;2022-06-17 16:34:39;Laurier / de Brébeuf;2022-06-17 16:45:52;1
Boyer / Beaubien;2021-07-25 17:06:33;Fullum / Holt;2021-07-25 17:16:16;0
Métro Sauvé (Berri / Sauvé);2021-10-21 19:18:49;Francis / Fleury;2021-10-21 19:27:24;1
de la Commune / Berri;2022-08-02 20:07:36;Métro Papineau (Cartier / Ste-Catherine);2022-08-02 20:27:20;1
Richmond / des Bassins;2022-10-24 09:20:04;Soeurs-Grises / Margueritte d'Youville;2022-10-24 09:27:08;0
St-Dominique / Laurier;2021-10-27 17:16:36;Roy / St-Denis;2021-10-27 17:24:22;1
Parc Baldwin (Fullum / Sherbrooke);2022-08-21 10:50:29;Fullum / Holt;2022-08-21 11:00:24;1
de Bleury / de Maisonneuve;2022-07-30 01:15:44;Dorion / Ontario;2022-07-30 01:26:00;0
Marquette / des Carrières;2021-10-10 12:08:17;Parc Père-Marquette (Chambord / Rosemont);2021-10-10 12:11:35;1
Bernard / St-Urbain;2022-08-05 10:11:03;du Mont-Royal / Clark;2022-08-05 10:15:52;1
St-André / Ste-Catherine;2022-07-11 03:57:44;Valois / Ste-Catherine;2022-07-11 04:21:12;1
Métro Université de Montréal (Édouard-Montpetit / Louis-Collin);2022-07-07 06:50:53;Jean-Brillant / de la Côte-des-Neiges;2022-07-07 06:56:13;1
Villeneuve / du Parc;2021-09-17 07:54:47;St-Jacques / McGill;2021-09-17 08:09:02;0
de la Commune / St-Sulpice;2021-05-02 16:56:14;Richmond / des Bassins;2021-05-02 17:10:07;1
Bourget / St-Jacques;2022-09-17 15:10:19;Métro Charlevoix (Centre / Charlevoix);2022-09-17 15:17:43;0
Durocher / Beaumont;2022-07-05 11:15:17;Labadie / du Parc;2022-07-05 11:26:34;1
Guilbault / Clark;2021-07-12 20:00:08;Augustin-Cantin / Shearer;2021-07-12 20:24:45;1
Marquette / Gilford;2022-06-04 16:41:37;des Érables / Dandurand;2022-06-04 16:49:07;0
Letourneux / Hochelaga;2022-07-14 15:34:03;Parc Lalancette (de Rouen/ Valois);2022-07-14 15:39:00;1
Dollard / Van Horne;2022-07-01 23:50:41;Durocher / Bernard;2022-07-01 23:57:48;1
St-Urbain / Beaubien;2022-08-10 19:46:43;Clark / St-Viateur;2022-08-10 19:51:32;1
Ernest-Gendreau / du Mont-Royal;2021-10-06 17:20:44;16e avenue / St-Joseph;2021-10-06 17:23:17;1
Milton / Durocher;2022-09-24 01:25:29;Milton / Clark;2022-09-24 01:35:54;0
de Bordeaux / Marie-Anne;2022-07-24 13:17:09;Berri / Rachel;2022-07-24 13:22:42;1
du Parc-La Fontaine / Duluth;2022-08-06 13:55:37;du Mont-Royal / Clark;2022-08-06 14:05:42;1
Dorion / Sherbrooke;2022-08-15 08:10:48;Métro Sherbrooke (de Rigaud / St-Denis);2022-08-15 08:18:06;1
Metcalfe / de Maisonneuve;2022-06-20 18:59:14;Chambord/ Beaubien;2022-06-20 19:34:50;1
Molson / William-Tremblay;2022-08-16 15:59:41;Messier / du Mont-Royal;2022-08-16 16:05:39;1
de l'Esplanade / du Mont-Royal;2022-08-19 17:51:36;de l'Esplanade / du Mont-Royal;2022-08-19 18:03:28;1
2e avenue /centrale;2022-05-20 18:32:06;Métro de l'Église (Ross / de l'Église);2022-05-20 18:52:17;0
de Bellechasse / de St-Vallier;2022-06-26 14:32:57;Ste-Famille / Sherbrooke;2022-06-26 14:46:23;1
Marmier / St-Denis;2022-11-04 17:52:40;Chambord / de Castelnau;2022-11-04 18:05:30;0
de Léry / Sherbrooke;2022-06-30 04:18:10;Ste-Catherine / Dezery;2022-06-30 04:23:32;1
St-Alexandre / Ste-Catherine;2022-10-04 19:02:22;St-Nicolas / Place d'Youville;2022-10-04 19:21:04;0
Lucien L'Allier / St-Jacques;2022-08-01 17:58:36;Métro Atwater (Atwater / Ste-Catherine);2022-08-01 18:13:15;0
Marché Maisonneuve;2021-08-10 20:31:15;Ste-Catherine / Dezery;2021-08-10 20:54:23;1
Drummond / de Maisonneuve;2022-05-08 15:31:26;Métro Peel (de Maisonneuve / Stanley);2022-05-08 15:33:06;1
Gauthier / de Lorimier;2022-06-11 17:59:07;Molson / William-Tremblay;2022-06-11 18:06:26;1
St-Catherine / St-Laurent;2021-09-22 18:55:27;St-Hubert / Duluth;2021-09-22 19:05:42;1
Clark / St-Viateur;2022-09-08 02:13:05;Faillon / St-Denis;2022-09-08 02:21:24;0
Métro Mont-Royal (Rivard / du Mont-Royal);2022-07-25 18:25:12;de Gaspé / St-Viateur;2022-07-25 18:32:19;1
Boyer / St-Zotique;2022-08-15 21:22:34;de Gaspé / Jarry;2022-08-15 21:34:29;1
Valois / Ontario;2021-10-12 08:36:23;Viger / Chenneville;2021-10-12 08:56:28;1
du Parc-La Fontaine / Roy;2021-05-14 20:15:51;Hutchison / Sherbrooke;2021-05-14 20:29:25;0
Atwater / Greene;2022-07-24 16:00:59;de la Côte St-Paul / St-Ambroise;2022-07-24 16:13:48;1
Georges-Vanier / Notre-Dame;2021-07-10 10:58:46;Parc St-Paul (Le Caron / Marc-Sauvalle);2021-07-10 11:13:10;1
Jardin Botanique (Pie-IX / Sherbrooke);2021-07-20 17:22:39;Omer-Lavallée / du Midway;2021-07-20 17:49:07;1
Bourgeoys / Favard;2021-10-23 21:22:46;de la Commune / King;2021-10-23 21:30:57;1
Boyer / du Mont-Royal;2022-05-30 12:10:28;de la Commune / Place Jacques-Cartier;2022-05-30 12:31:42;0
St-Hubert / Laurier;2022-08-30 16:22:58;Fullum / Gilford;2022-08-30 16:29:41;1
Ste-Famille / Sherbrooke;2022-06-02 16:25:58;Ste-Famille / Sherbrooke;2022-06-02 16:26:59;1
Drolet / Marie-Anne;2022-10-30 19:16:43;University / Milton;2022-10-30 19:34:36;0
Chambord / Fleury;2022-08-23 08:49:34;de St-Firmin / Fleury;2022-08-23 08:56:51;1
Paré / Mountain Sights;2022-05-28 14:17:57;Parc de Beauséjour (Gouin / Henri-d'Arles);2022-05-28 14:58:39;1
Sanguinet / Ontario;2021-09-27 08:56:58;Casgrain / Mozart;2021-09-27 09:16:31;1
7e avenue / St-Joseph Rosemont;2021-06-18 07:34:49;de Mentana / Gilford;2021-06-18 07:48:31;1
Parc J.-Arthur-Champagne (de Chambly / du Mont-Royal);2022-05-26 10:45:10;Marmier / St-Denis;2022-05-26 11:11:04;1
Métro Parc  (Hutchison / Ogilvy);2022-11-06 15:37:48;d'Outremont / Ogilvy;2022-11-06 15:40:19;0
Cypress / Peel;2022-05-26 08:01:42;de l'Esplanade / du Mont-Royal;2022-05-26 08:13:07;1
Garnier / St-Grégoire;2021-06-07 13:15:54;Laurier / de Brébeuf;2021-06-07 13:17:52;1
Métro du Collège (Cartier / Décarie);2022-05-06 22:50:04;Parc Beaulac (rue Élizabeth);2022-05-06 22:56:52;1
BAnQ (Berri / de Maisonneuve);2021-07-01 12:04:58;de la Commune / Place Jacques-Cartier;2021-07-01 12:14:26;0
de l'Hôtel-de-Ville / Sherbrooke;2021-10-22 12:15:08;Drummond / Sherbrooke;2021-10-22 12:32:42;0
William / Robert-Bourassa;2021-09-14 09:51:47;de la Commune / Place Jacques-Cartier;2021-09-14 10:01:21;1
Duluth / de l'Esplanade;2021-08-08 09:08:17;Prince-Arthur / St-Urbain;2021-08-08 09:11:21;1
Bourgeoys / Favard;2022-09-03 09:59:40;Bourgeoys / Favard;2022-09-03 10:01:53;0
Louis-Hémon / Jean-Talon;2022-10-09 13:59:41;Chabot / de Bellechasse;2022-10-09 14:07:07;0
Ste-Catherine / Dezery;2021-07-25 14:59:32;Métro Papineau (Cartier / Ste-Catherine);2021-07-25 15:08:39;1
St-Dominique / Rachel;2021-08-03 20:35:51;St-Dominique / Laurier;2021-08-03 20:44:14;0
Dorion / Ontario;2022-08-23 19:39:36;Wolfe / Robin;2022-08-23 19:45:26;1
Métro Jolicoeur (de Sève / Drake);2021-08-27 20:45:43;Hamilton / Jolicoeur;2021-08-27 21:02:19;1
Métro Joliette  (Joliette / Hochelaga);2022-10-20 16:00:03;Parc Lalancette (de Rouen / Valois);2022-10-20 16:03:47;0
16e avenue / St-Joseph;2022-10-06 09:43:29;de Brébeuf / Gilford;2022-10-06 09:52:44;0
Marché Jean-Talon (Henri-Julien / Jean-Talon);2022-09-03 12:27:52;St-Dominique / Rachel;2022-09-03 12:46:50;0
Métro Université de Montréal (Édouard-Montpetit / Louis-Collin);2022-05-19 10:24:11;de Soissons / de Darlington;2022-05-19 10:29:02;1
Métro Papineau (Cartier / Ste-Catherine);2021-06-23 16:33:04;Logan / de Champlain;2021-06-23 16:35:59;1
de la Commune / King;2022-08-19 22:25:56;Wellington / 2e avenue;2022-08-19 22:53:14;0
Alexandre-DeSève / Ste-Catherine;2022-05-27 10:11:14;Jean Langlois / Fullum;2022-05-27 10:16:08;1
Métro Lasalle (de Rushbrooke / Caisse);2022-08-30 12:47:25;Peel / Ottawa;2022-08-30 12:59:17;1
Marquette / du Mont-Royal;2022-10-17 22:21:52;Laurier / de Brébeuf;2022-10-17 22:27:13;0
Young / Wellington;2021-08-25 21:02:41;de la Commune / Berri;2021-08-25 21:14:03;1
St-Hubert / St-Joseph;2021-10-19 18:40:01;St-Hubert / St-Joseph;2021-10-19 18:40:14;1
Villeneuve / du Parc;2021-09-06 18:13:04;Ellendale / de la Côte-des-Neiges;2021-09-06 18:26:26;1
Nicolet / Sherbrooke;2022-09-14 15:01:08;Bélanger / des Galeries d'Anjou;2022-09-14 15:22:42;0
St-Mathieu / Ste-Catherine;2022-07-30 21:59:30;Ste-Émilie / Sir-Georges-Etienne-Cartier;2022-07-30 22:12:50;1
Jean-Brillant / de la Côte-des-Neiges;2021-10-14 17:38:06;Édouard-Montpetit / de Stirling;2021-10-14 17:44:53;1
Clark / St-Viateur;2021-07-01 21:11:24;de Chateaubriand / Leman;2021-07-01 21:29:35;1
Roy / St-André;2022-09-06 18:15:55;des Érables / Laurier;2022-09-06 18:51:36;0
Hillside / Ste-Catherine;2021-07-17 19:05:51;de la Côte St-Antoine / Argyle;2021-07-17 19:10:35;1
Eleanor / Ottawa;2022-04-26 18:29:53;Eleanor / Ottawa;2022-04-26 18:36:05;1
Guy / Notre-Dame;2021-10-11 16:29:45;Young / Wellington;2021-10-11 17:07:28;0
Sherbrooke / Vignal;2022-09-09 17:42:33;Bloomfield / Bernard;2022-09-09 18:23:51;0
Labadie / du Parc;2022-08-14 12:56:44;Métro Édouard-Montpetit (du Mont-Royal / Vincent-d'Indy);2022-08-14 13:03:26;1
St-Urbain / René-Lévesque;2022-11-15 17:18:33;Berri / Cherrier;2022-11-15 17:24:56;0
Maguire / St-Laurent;2021-06-27 02:06:09;Gauthier / Papineau;2021-06-27 02:55:57;1
Beaubien / 8e avenue;2022-07-14 12:03:42;Louis-Hébert / Beaubien;2022-07-14 12:06:05;1
de la Montagne / Sherbrooke;2022-10-25 05:19:14;Métro Laurier (Berri / St-Joseph);2022-10-25 05:31:16;0
de Bordeaux / Marie-Anne;2021-07-05 22:00:53;de Brébeuf / du Mont-Royal;2021-07-05 22:06:20;1
Ste-Catherine / Union;2022-08-05 10:53:01;Augustin-Cantin / Shearer;2022-08-05 11:10:21;1
Crescent / de Maisonneuve;2021-11-06 12:10:09;St-Mathieu / Sherbrooke;2021-11-06 12:16:54;1
Rosemont / Viau;2021-06-16 15:03:51;Jardin Botanique (Pie-IX / Sherbrooke);2021-06-16 15:13:38;1
Chabot / du Mont-Royal;2022-07-25 12:51:19;Casgrain / Maguire;2022-07-25 13:11:15;0
Métro Mont-Royal (Rivard / du Mont-Royal);2021-10-30 20:47:22;Gerry-Boulet / St-Grégoire;2021-10-30 20:53:51;1
Métro Mont-Royal (Rivard / du Mont-Royal);2022-05-31 15:57:18;Chabot / du Mont-Royal;2022-05-31 16:03:41;1
